,M,A,L,V,E,D,G,S,Q,R,P,F,T,Y,K,I,N,W,H,C,U,X,B,Z
0,209006,675447,970354,591174,680415,471662,628816,812140,459822,543679,598559,354666,516906,259597,545836,415963,344111,117700,247578,214621,33,74,17,23
