,M,S,Q,N,T,L,K,V,H,D,E,A,F,G,P,R,Y,I,W,C,X,U
0,39237,80983,61664,54951,74892,147717,61306,97894,31442,71426,79908,131559,53986,102054,61282,77007,39547,83270,21264,16218,8,3
