,M,K,G,L,Y,F,Q,S,T,D,E,I,V,P,N,A,C,R,H,W,U
0,242334,651378,747025,1132287,302772,414781,541905,946500,608124,538336,807047,492971,677882,717708,407941,796924,261524,640576,297988,138182,36
